coordinates_x,coordinates_y,depth,speed,timestamp,frontCam_w,frontCam_h,sideCam_w,sideCam_h
571,113,85,1.2697,2019.6.5.18.31.7,640,480,640,480
572,112,86,0.5455,2019.6.5.18.31.7,640,480,640,480
571,112,85,1.5199,2019.6.5.18.31.7,640,480,640,480
570,111,86,2.4622,2019.6.5.18.31.7,640,480,640,480
571,113,85,0.5824,2019.6.5.18.31.7,640,480,640,480
572,113,85,0.6220,2019.6.5.18.31.8,640,480,640,480
570,111,85,1.0419,2019.6.5.18.31.8,640,480,640,480
570,112,86,1.1368,2019.6.5.18.31.8,640,480,640,480
571,113,85,0.6515,2019.6.5.18.31.8,640,480,640,480
570,112,85,0.7889,2019.6.5.18.31.8,640,480,640,480
569,113,86,1.5876,2019.6.5.18.31.8,640,480,640,480
569,113,86,1.3503,2019.6.5.18.31.8,640,480,640,480
569,112,86,0.9186,2019.6.5.18.31.8,640,480,640,480
570,112,86,1.1444,2019.6.5.18.31.8,640,480,640,480
571,113,86,0.8390,2019.6.5.18.31.8,640,480,640,480
571,113,85,0.5095,2019.6.5.18.31.9,640,480,640,480
569,111,85,2.1507,2019.6.5.18.31.9,640,480,640,480
569,112,86,0.9739,2019.6.5.18.31.9,640,480,640,480
568,111,86,1.7065,2019.6.5.18.31.9,640,480,640,480
569,111,86,1.0941,2019.6.5.18.31.9,640,480,640,480
569,112,86,0.5453,2019.6.5.18.31.9,640,480,640,480
569,111,86,2.2156,2019.6.5.18.31.9,640,480,640,480
570,113,86,0.6007,2019.6.5.18.31.10,640,480,640,480
570,113,86,0.2972,2019.6.5.18.31.10,640,480,640,480
569,121,85,3.7688,2019.6.5.18.31.11,640,480,640,480
568,113,86,0.7428,2019.6.5.18.31.11,640,480,640,480
570,112,86,0.3990,2019.6.5.18.31.11,640,480,640,480
569,112,87,0.5167,2019.6.5.18.31.12,640,480,640,480
570,112,85,0.4130,2019.6.5.18.31.12,640,480,640,480
569,111,86,0.9489,2019.6.5.18.31.12,640,480,640,480
569,110,85,5.8421,2019.6.5.18.31.12,640,480,640,480
571,114,86,3.4297,2019.6.5.18.31.12,640,480,640,480
570,119,86,5.8557,2019.6.5.18.31.12,640,480,640,480
570,111,87,4.0694,2019.6.5.18.31.13,640,480,640,480
570,111,86,0.7292,2019.6.5.18.31.13,640,480,640,480
570,111,86,0.6080,2019.6.5.18.31.13,640,480,640,480
571,112,86,2.0523,2019.6.5.18.31.13,640,480,640,480
569,111,85,2.7916,2019.6.5.18.31.13,640,480,640,480
570,112,86,1.4770,2019.6.5.18.31.13,640,480,640,480
570,112,85,1.4513,2019.6.5.18.31.13,640,480,640,480
570,111,85,0.5279,2019.6.5.18.31.14,640,480,640,480
569,111,87,0.7574,2019.6.5.18.31.14,640,480,640,480
570,112,87,0.7787,2019.6.5.18.31.14,640,480,640,480
571,112,86,1.0900,2019.6.5.18.31.14,640,480,640,480
570,111,86,0.5642,2019.6.5.18.31.15,640,480,640,480
572,110,84,1.4604,2019.6.5.18.31.15,640,480,640,480
570,111,89,1.6332,2019.6.5.18.31.15,640,480,640,480
569,114,85,0.5953,2019.6.5.18.31.18,640,480,640,480
569,114,85,0.3942,2019.6.5.18.31.19,640,480,640,480
568,120,85,1.0020,2019.6.5.18.31.20,640,480,640,480
567,121,83,1.3713,2019.6.5.18.31.20,640,480,640,480
567,122,82,1.4764,2019.6.5.18.31.20,640,480,640,480
566,123,82,1.8185,2019.6.5.18.31.20,640,480,640,480
565,126,84,2.0873,2019.6.5.18.31.21,640,480,640,480
565,127,87,2.4564,2019.6.5.18.31.23,640,480,640,480
562,129,88,2.4780,2019.6.5.18.31.24,640,480,640,480
564,127,88,1.3031,2019.6.5.18.31.24,640,480,640,480
563,128,89,1.4411,2019.6.5.18.31.25,640,480,640,480
563,128,89,1.2775,2019.6.5.18.31.25,640,480,640,480
564,128,89,0.7322,2019.6.5.18.31.25,640,480,640,480
564,129,89,0.7975,2019.6.5.18.31.25,640,480,640,480
564,130,89,0.8725,2019.6.5.18.31.25,640,480,640,480
563,129,90,0.6875,2019.6.5.18.31.25,640,480,640,480
563,133,90,4.2606,2019.6.5.18.31.26,640,480,640,480
562,127,90,1.2370,2019.6.5.18.31.26,640,480,640,480
563,130,92,2.5995,2019.6.5.18.31.26,640,480,640,480
563,129,90,0.8959,2019.6.5.18.31.26,640,480,640,480
564,129,90,0.5301,2019.6.5.18.31.26,640,480,640,480
562,129,90,3.9513,2019.6.5.18.31.26,640,480,640,480
563,131,90,1.6050,2019.6.5.18.31.26,640,480,640,480
562,134,90,5.5028,2019.6.5.18.31.27,640,480,640,480
562,132,91,1.7480,2019.6.5.18.31.27,640,480,640,480
562,130,92,1.4684,2019.6.5.18.31.27,640,480,640,480
563,132,92,2.6091,2019.6.5.18.31.27,640,480,640,480
563,133,91,3.0984,2019.6.5.18.31.27,640,480,640,480
563,132,93,1.8726,2019.6.5.18.31.27,640,480,640,480
562,135,93,3.0213,2019.6.5.18.31.28,640,480,640,480
562,134,93,1.9225,2019.6.5.18.31.28,640,480,640,480
563,133,92,2.5023,2019.6.5.18.31.28,640,480,640,480
561,133,93,1.1719,2019.6.5.18.31.28,640,480,640,480
563,135,92,1.7934,2019.6.5.18.31.28,640,480,640,480
563,134,92,1.7311,2019.6.5.18.31.28,640,480,640,480
562,134,92,0.7427,2019.6.5.18.31.28,640,480,640,480
563,135,93,1.0196,2019.6.5.18.31.29,640,480,640,480
562,134,92,1.0070,2019.6.5.18.31.29,640,480,640,480
562,134,92,0.8414,2019.6.5.18.31.29,640,480,640,480
562,135,93,1.3436,2019.6.5.18.31.29,640,480,640,480
563,135,92,1.1415,2019.6.5.18.31.29,640,480,640,480
562,134,91,0.5779,2019.6.5.18.31.29,640,480,640,480
563,134,93,0.7850,2019.6.5.18.31.30,640,480,640,480
562,133,92,1.6009,2019.6.5.18.31.30,640,480,640,480
562,137,92,1.6935,2019.6.5.18.31.30,640,480,640,480
562,135,93,0.4308,2019.6.5.18.31.30,640,480,640,480
562,136,92,0.9517,2019.6.5.18.31.30,640,480,640,480
562,134,93,0.8166,2019.6.5.18.31.30,640,480,640,480
562,134,92,0.9297,2019.6.5.18.31.30,640,480,640,480
562,134,93,1.0275,2019.6.5.18.31.30,640,480,640,480
562,134,93,2.3965,2019.6.5.18.31.31,640,480,640,480
563,134,92,1.0847,2019.6.5.18.31.31,640,480,640,480
563,134,91,1.5470,2019.6.5.18.31.31,640,480,640,480
562,134,93,1.3751,2019.6.5.18.31.31,640,480,640,480
562,133,93,0.8911,2019.6.5.18.31.31,640,480,640,480
562,133,93,0.7418,2019.6.5.18.31.31,640,480,640,480
562,133,92,0.9706,2019.6.5.18.31.32,640,480,640,480
563,136,93,1.1384,2019.6.5.18.31.32,640,480,640,480
561,133,93,1.1622,2019.6.5.18.31.32,640,480,640,480
563,134,92,0.8320,2019.6.5.18.31.32,640,480,640,480
563,133,94,0.8396,2019.6.5.18.31.32,640,480,640,480
563,134,92,1.1492,2019.6.5.18.31.32,640,480,640,480
563,136,93,2.4551,2019.6.5.18.31.33,640,480,640,480
563,134,93,0.9574,2019.6.5.18.31.33,640,480,640,480
563,132,92,1.5509,2019.6.5.18.31.33,640,480,640,480
563,134,94,1.1838,2019.6.5.18.31.33,640,480,640,480
562,133,93,0.8662,2019.6.5.18.31.33,640,480,640,480
562,135,93,0.8786,2019.6.5.18.31.33,640,480,640,480
561,135,94,1.5590,2019.6.5.18.31.33,640,480,640,480
562,135,94,1.1769,2019.6.5.18.31.34,640,480,640,480
562,138,93,5.0220,2019.6.5.18.31.34,640,480,640,480
561,136,93,3.0227,2019.6.5.18.31.34,640,480,640,480
560,137,95,3.6573,2019.6.5.18.31.34,640,480,640,480
561,139,94,4.1282,2019.6.5.18.31.34,640,480,640,480
561,139,94,4.1279,2019.6.5.18.31.34,640,480,640,480
560,137,94,1.5626,2019.6.5.18.31.35,640,480,640,480
559,142,94,5.8649,2019.6.5.18.31.35,640,480,640,480
561,144,95,6.3020,2019.6.5.18.31.35,640,480,640,480
560,141,95,3.0054,2019.6.5.18.31.35,640,480,640,480
561,142,95,2.3886,2019.6.5.18.31.35,640,480,640,480
560,145,96,4.6116,2019.6.5.18.31.35,640,480,640,480
561,144,96,5.5814,2019.6.5.18.31.35,640,480,640,480
560,146,95,5.9268,2019.6.5.18.31.36,640,480,640,480
560,148,96,6.8112,2019.6.5.18.31.36,640,480,640,480
560,147,96,2.2129,2019.6.5.18.31.36,640,480,640,480
559,147,96,4.1213,2019.6.5.18.31.36,640,480,640,480
559,152,96,7.4451,2019.6.5.18.31.36,640,480,640,480
559,150,96,4.9001,2019.6.5.18.31.36,640,480,640,480
559,156,97,6.5635,2019.6.5.18.31.37,640,480,640,480
559,154,98,6.8381,2019.6.5.18.31.37,640,480,640,480
557,157,99,7.1450,2019.6.5.18.31.37,640,480,640,480
557,158,100,9.3409,2019.6.5.18.31.37,640,480,640,480
557,158,98,7.8789,2019.6.5.18.31.37,640,480,640,480
557,159,98,7.4493,2019.6.5.18.31.37,640,480,640,480
556,159,99,6.4973,2019.6.5.18.31.37,640,480,640,480
556,160,99,5.0442,2019.6.5.18.31.38,640,480,640,480
556,162,99,3.9725,2019.6.5.18.31.38,640,480,640,480
556,161,103,3.3764,2019.6.5.18.31.38,640,480,640,480
554,163,101,4.8320,2019.6.5.18.31.38,640,480,640,480
555,166,103,6.1222,2019.6.5.18.31.38,640,480,640,480
556,166,103,6.5612,2019.6.5.18.31.38,640,480,640,480
556,169,104,7.3044,2019.6.5.18.31.39,640,480,640,480
554,170,104,8.9105,2019.6.5.18.31.39,640,480,640,480
555,170,104,6.0028,2019.6.5.18.31.39,640,480,640,480
554,171,103,6.3572,2019.6.5.18.31.39,640,480,640,480
554,171,103,3.9950,2019.6.5.18.31.39,640,480,640,480
554,173,104,5.5273,2019.6.5.18.31.39,640,480,640,480
553,173,105,3.6318,2019.6.5.18.31.39,640,480,640,480
555,173,105,2.4692,2019.6.5.18.31.40,640,480,640,480
554,174,105,2.8259,2019.6.5.18.31.40,640,480,640,480
554,176,105,3.8665,2019.6.5.18.31.40,640,480,640,480
553,179,105,5.9986,2019.6.5.18.31.40,640,480,640,480
553,179,105,5.0578,2019.6.5.18.31.40,640,480,640,480
553,180,105,4.9177,2019.6.5.18.31.40,640,480,640,480
554,181,105,6.3947,2019.6.5.18.31.40,640,480,640,480
554,182,105,6.3953,2019.6.5.18.31.41,640,480,640,480
554,184,106,5.9426,2019.6.5.18.31.41,640,480,640,480
554,185,106,5.6995,2019.6.5.18.31.41,640,480,640,480
553,185,107,4.7672,2019.6.5.18.31.41,640,480,640,480
554,186,105,4.6955,2019.6.5.18.31.41,640,480,640,480
554,188,106,5.5901,2019.6.5.18.31.41,640,480,640,480
554,191,106,6.7141,2019.6.5.18.31.42,640,480,640,480
553,193,107,7.3905,2019.6.5.18.31.42,640,480,640,480
553,194,105,7.1168,2019.6.5.18.31.42,640,480,640,480
554,195,106,6.6444,2019.6.5.18.31.42,640,480,640,480
554,196,107,7.9836,2019.6.5.18.31.42,640,480,640,480
554,198,104,8.0527,2019.6.5.18.31.42,640,480,640,480
554,198,104,6.7298,2019.6.5.18.31.43,640,480,640,480
555,200,105,5.9468,2019.6.5.18.31.43,640,480,640,480
554,201,105,6.0416,2019.6.5.18.31.43,640,480,640,480
554,201,105,5.0105,2019.6.5.18.31.43,640,480,640,480
555,202,103,5.1791,2019.6.5.18.31.43,640,480,640,480
554,203,104,4.2021,2019.6.5.18.31.43,640,480,640,480
555,204,106,4.9915,2019.6.5.18.31.43,640,480,640,480
554,204,105,3.0278,2019.6.5.18.31.44,640,480,640,480
554,205,104,3.2999,2019.6.5.18.31.44,640,480,640,480
554,206,105,4.1880,2019.6.5.18.31.44,640,480,640,480
554,206,103,3.6072,2019.6.5.18.31.44,640,480,640,480
554,206,106,3.2700,2019.6.5.18.31.44,640,480,640,480
555,206,105,2.2166,2019.6.5.18.31.44,640,480,640,480
556,206,105,1.5880,2019.6.5.18.31.44,640,480,640,480
556,206,104,1.6521,2019.6.5.18.31.45,640,480,640,480
556,206,105,1.2550,2019.6.5.18.31.45,640,480,640,480
556,205,106,1.3763,2019.6.5.18.31.45,640,480,640,480
555,205,106,1.0097,2019.6.5.18.31.45,640,480,640,480
555,205,105,0.7835,2019.6.5.18.31.45,640,480,640,480
556,206,105,0.0000,2019.6.5.18.31.45,640,480,640,480
556,204,106,1.9986,2019.6.5.18.31.45,640,480,640,480
555,205,107,1.5191,2019.6.5.18.31.46,640,480,640,480
556,204,108,1.4251,2019.6.5.18.31.46,640,480,640,480
556,206,104,1.5148,2019.6.5.18.31.46,640,480,640,480
556,205,106,0.8105,2019.6.5.18.31.46,640,480,640,480
557,204,104,1.5344,2019.6.5.18.31.46,640,480,640,480
556,206,104,1.9855,2019.6.5.18.31.46,640,480,640,480
556,205,106,0.6640,2019.6.5.18.31.47,640,480,640,480
555,206,107,2.2426,2019.6.5.18.31.47,640,480,640,480
555,206,106,1.3673,2019.6.5.18.31.47,640,480,640,480
555,207,105,2.2904,2019.6.5.18.31.47,640,480,640,480
556,204,103,0.8653,2019.6.5.18.31.47,640,480,640,480
556,205,107,0.7470,2019.6.5.18.31.47,640,480,640,480
556,204,107,2.0871,2019.6.5.18.31.47,640,480,640,480
557,204,105,1.0224,2019.6.5.18.31.48,640,480,640,480
556,206,106,0.5863,2019.6.5.18.31.48,640,480,640,480
555,205,105,1.5510,2019.6.5.18.31.48,640,480,640,480
555,204,105,1.3384,2019.6.5.18.31.48,640,480,640,480
557,205,106,0.7292,2019.6.5.18.31.48,640,480,640,480
556,205,104,1.3372,2019.6.5.18.31.49,640,480,640,480
556,205,103,1.3557,2019.6.5.18.31.49,640,480,640,480
556,205,105,0.7387,2019.6.5.18.31.49,640,480,640,480
556,205,104,1.1545,2019.6.5.18.31.49,640,480,640,480
556,207,103,2.3749,2019.6.5.18.31.49,640,480,640,480
557,206,105,1.4946,2019.6.5.18.31.49,640,480,640,480
556,206,105,1.0124,2019.6.5.18.31.49,640,480,640,480
557,208,104,2.1770,2019.6.5.18.31.50,640,480,640,480
557,207,103,1.4538,2019.6.5.18.31.50,640,480,640,480
556,208,104,2.4375,2019.6.5.18.31.50,640,480,640,480
557,210,103,2.4564,2019.6.5.18.31.50,640,480,640,480
558,211,104,4.1720,2019.6.5.18.31.50,640,480,640,480
557,211,104,3.4582,2019.6.5.18.31.50,640,480,640,480
557,212,103,4.8257,2019.6.5.18.31.51,640,480,640,480
557,216,104,5.2028,2019.6.5.18.31.51,640,480,640,480
556,217,102,6.4535,2019.6.5.18.31.51,640,480,640,480
556,218,105,6.2120,2019.6.5.18.31.51,640,480,640,480
556,218,104,5.2969,2019.6.5.18.31.51,640,480,640,480
557,219,103,6.0518,2019.6.5.18.31.51,640,480,640,480
559,220,105,5.9912,2019.6.5.18.31.52,640,480,640,480
558,219,104,2.3176,2019.6.5.18.31.52,640,480,640,480
559,220,105,3.2812,2019.6.5.18.31.52,640,480,640,480
559,220,105,2.3541,2019.6.5.18.31.52,640,480,640,480
559,221,104,2.7345,2019.6.5.18.31.52,640,480,640,480
559,220,104,0.6765,2019.6.5.18.31.52,640,480,640,480
558,222,104,1.6911,2019.6.5.18.31.52,640,480,640,480
559,223,104,3.1304,2019.6.5.18.31.53,640,480,640,480
558,224,104,3.2415,2019.6.5.18.31.53,640,480,640,480
558,226,103,4.6653,2019.6.5.18.31.53,640,480,640,480
559,226,103,3.8664,2019.6.5.18.31.53,640,480,640,480
560,232,103,9.5219,2019.6.5.18.31.53,640,480,640,480
559,232,104,7.9274,2019.6.5.18.31.53,640,480,640,480
561,233,103,9.1993,2019.6.5.18.31.54,640,480,640,480
562,233,101,6.9758,2019.6.5.18.31.54,640,480,640,480
561,235,101,7.8742,2019.6.5.18.31.54,640,480,640,480
562,235,99,7.4821,2019.6.5.18.31.54,640,480,640,480
562,237,98,5.1868,2019.6.5.18.31.54,640,480,640,480
562,239,98,6.9470,2019.6.5.18.31.54,640,480,640,480
562,242,97,8.0615,2019.6.5.18.31.54,640,480,640,480
562,241,98,5.9946,2019.6.5.18.31.55,640,480,640,480
563,243,97,7.0638,2019.6.5.18.31.55,640,480,640,480
563,247,97,9.3756,2019.6.5.18.31.55,640,480,640,480
564,247,97,7.9255,2019.6.5.18.31.55,640,480,640,480
563,249,97,7.7977,2019.6.5.18.31.55,640,480,640,480
563,251,96,7.2097,2019.6.5.18.31.55,640,480,640,480
564,253,95,9.6756,2019.6.5.18.31.56,640,480,640,480
564,254,95,8.7942,2019.6.5.18.31.56,640,480,640,480
565,255,95,7.6403,2019.6.5.18.31.56,640,480,640,480
565,257,95,7.9656,2019.6.5.18.31.56,640,480,640,480
565,258,94,7.5540,2019.6.5.18.31.56,640,480,640,480
566,259,93,7.3686,2019.6.5.18.31.56,640,480,640,480
566,261,93,6.6577,2019.6.5.18.31.56,640,480,640,480
566,261,92,6.1739,2019.6.5.18.31.57,640,480,640,480
565,262,89,6.7052,2019.6.5.18.31.57,640,480,640,480
566,263,89,5.7925,2019.6.5.18.31.57,640,480,640,480
567,263,87,5.6593,2019.6.5.18.31.57,640,480,640,480
567,264,86,5.5338,2019.6.5.18.31.57,640,480,640,480
568,265,86,5.2906,2019.6.5.18.31.57,640,480,640,480
568,266,85,5.3054,2019.6.5.18.31.58,640,480,640,480
570,267,84,5.7756,2019.6.5.18.31.58,640,480,640,480
570,269,85,6.0092,2019.6.5.18.31.58,640,480,640,480
570,269,84,5.2925,2019.6.5.18.31.58,640,480,640,480
570,270,83,5.7055,2019.6.5.18.31.58,640,480,640,480
570,271,82,5.6509,2019.6.5.18.31.58,640,480,640,480
571,273,82,6.3215,2019.6.5.18.31.58,640,480,640,480
571,273,83,4.9912,2019.6.5.18.31.59,640,480,640,480
572,274,83,4.4578,2019.6.5.18.31.59,640,480,640,480
572,274,81,4.2991,2019.6.5.18.31.59,640,480,640,480
573,274,81,4.3694,2019.6.5.18.31.59,640,480,640,480
573,275,79,4.5494,2019.6.5.18.31.59,640,480,640,480
574,276,81,4.4390,2019.6.5.18.31.59,640,480,640,480
575,278,81,4.9853,2019.6.5.18.31.59,640,480,640,480
574,278,81,4.1515,2019.6.5.18.32.0,640,480,640,480
574,281,81,5.8304,2019.6.5.18.32.0,640,480,640,480
575,283,79,7.6305,2019.6.5.18.32.0,640,480,640,480
577,284,78,6.8401,2019.6.5.18.32.0,640,480,640,480
577,285,77,7.6214,2019.6.5.18.32.0,640,480,640,480
575,286,77,7.1746,2019.6.5.18.32.0,640,480,640,480
577,287,75,7.0802,2019.6.5.18.32.0,640,480,640,480
577,288,77,5.1517,2019.6.5.18.32.1,640,480,640,480
576,290,78,5.6745,2019.6.5.18.32.1,640,480,640,480
577,292,77,6.2422,2019.6.5.18.32.1,640,480,640,480
576,293,75,6.7202,2019.6.5.18.32.1,640,480,640,480
578,295,75,6.6612,2019.6.5.18.32.1,640,480,640,480
577,297,76,8.6665,2019.6.5.18.32.1,640,480,640,480
578,298,77,8.2056,2019.6.5.18.32.2,640,480,640,480
576,300,75,8.1735,2019.6.5.18.32.2,640,480,640,480
577,302,75,8.5139,2019.6.5.18.32.2,640,480,640,480
577,304,75,8.3844,2019.6.5.18.32.2,640,480,640,480
577,307,75,9.6123,2019.6.5.18.32.2,640,480,640,480
577,309,76,9.7555,2019.6.5.18.32.2,640,480,640,480
577,312,76,10.3560,2019.6.5.18.32.2,640,480,640,480
577,313,78,10.6130,2019.6.5.18.32.3,640,480,640,480
576,316,78,11.5890,2019.6.5.18.32.3,640,480,640,480
576,320,79,12.7115,2019.6.5.18.32.3,640,480,640,480
576,321,76,11.0151,2019.6.5.18.32.3,640,480,640,480
576,323,77,10.6750,2019.6.5.18.32.3,640,480,640,480
576,326,78,12.7119,2019.6.5.18.32.3,640,480,640,480
576,328,78,11.1737,2019.6.5.18.32.4,640,480,640,480
576,330,79,10.9631,2019.6.5.18.32.4,640,480,640,480
576,331,79,9.9793,2019.6.5.18.32.4,640,480,640,480
575,334,79,10.6263,2019.6.5.18.32.4,640,480,640,480
575,337,78,9.9346,2019.6.5.18.32.4,640,480,640,480
575,340,77,11.0435,2019.6.5.18.32.4,640,480,640,480
574,343,77,12.2870,2019.6.5.18.32.4,640,480,640,480
576,344,77,11.4163,2019.6.5.18.32.5,640,480,640,480
576,349,77,14.6359,2019.6.5.18.32.5,640,480,640,480
577,350,79,12.6998,2019.6.5.18.32.5,640,480,640,480
577,352,78,11.0471,2019.6.5.18.32.5,640,480,640,480
576,353,79,10.0665,2019.6.5.18.32.5,640,480,640,480
575,356,80,10.0526,2019.6.5.18.32.5,640,480,640,480
575,357,80,9.8515,2019.6.5.18.32.6,640,480,640,480
576,359,81,8.1403,2019.6.5.18.32.6,640,480,640,480
575,361,81,8.4157,2019.6.5.18.32.6,640,480,640,480
576,362,80,7.5249,2019.6.5.18.32.6,640,480,640,480
576,365,79,7.9972,2019.6.5.18.32.6,640,480,640,480
576,367,81,8.2054,2019.6.5.18.32.6,640,480,640,480
576,370,82,10.1071,2019.6.5.18.32.7,640,480,640,480
576,371,83,9.3503,2019.6.5.18.32.7,640,480,640,480
576,371,82,8.7376,2019.6.5.18.32.7,640,480,640,480
575,373,82,8.1445,2019.6.5.18.32.7,640,480,640,480
576,373,82,6.5692,2019.6.5.18.32.7,640,480,640,480
576,373,82,4.7073,2019.6.5.18.32.7,640,480,640,480
574,374,82,3.2542,2019.6.5.18.32.7,640,480,640,480
572,375,83,4.1370,2019.6.5.18.32.8,640,480,640,480
575,375,82,4.2842,2019.6.5.18.32.8,640,480,640,480
573,378,84,5.5697,2019.6.5.18.32.8,640,480,640,480
572,378,83,3.9013,2019.6.5.18.32.8,640,480,640,480
573,379,86,4.8350,2019.6.5.18.32.8,640,480,640,480
573,382,84,6.8115,2019.6.5.18.32.8,640,480,640,480
572,385,86,7.9761,2019.6.5.18.32.9,640,480,640,480
571,384,86,6.0253,2019.6.5.18.32.9,640,480,640,480
569,386,87,8.9044,2019.6.5.18.32.9,640,480,640,480
571,387,87,6.5746,2019.6.5.18.32.9,640,480,640,480
570,389,87,7.2016,2019.6.5.18.32.9,640,480,640,480
569,389,86,6.2907,2019.6.5.18.32.9,640,480,640,480
568,392,87,8.0825,2019.6.5.18.32.9,640,480,640,480
570,391,87,4.4943,2019.6.5.18.32.10,640,480,640,480
570,391,87,3.9273,2019.6.5.18.32.10,640,480,640,480
572,401,86,10.4221,2019.6.5.18.32.10,640,480,640,480
574,404,86,12.0615,2019.6.5.18.32.10,640,480,640,480
575,411,84,15.8484,2019.6.5.18.32.10,640,480,640,480
575,411,85,16.8124,2019.6.5.18.32.10,640,480,640,480
574,407,84,11.3390,2019.6.5.18.32.10,640,480,640,480
576,409,83,15.5425,2019.6.5.18.32.11,640,480,640,480
575,405,83,10.4069,2019.6.5.18.32.11,640,480,640,480
574,406,81,3.5096,2019.6.5.18.32.11,640,480,640,480
574,406,80,3.3711,2019.6.5.18.32.11,640,480,640,480
574,408,81,2.4369,2019.6.5.18.32.11,640,480,640,480
574,406,79,4.6032,2019.6.5.18.32.11,640,480,640,480
575,405,80,2.0995,2019.6.5.18.32.12,640,480,640,480
573,407,80,2.6123,2019.6.5.18.32.12,640,480,640,480
574,407,78,1.8769,2019.6.5.18.32.12,640,480,640,480
574,406,80,0.4863,2019.6.5.18.32.12,640,480,640,480
574,410,79,3.6550,2019.6.5.18.32.12,640,480,640,480
574,409,79,2.2791,2019.6.5.18.32.12,640,480,640,480
575,409,78,3.2592,2019.6.5.18.32.12,640,480,640,480
574,407,79,0.8052,2019.6.5.18.32.13,640,480,640,480
574,408,79,0.9540,2019.6.5.18.32.13,640,480,640,480
573,409,79,1.4884,2019.6.5.18.32.13,640,480,640,480
574,407,78,2.4761,2019.6.5.18.32.13,640,480,640,480
573,409,77,1.3335,2019.6.5.18.32.13,640,480,640,480
575,411,78,1.6006,2019.6.5.18.32.13,640,480,640,480
574,410,77,2.7105,2019.6.5.18.32.14,640,480,640,480
574,411,76,3.0661,2019.6.5.18.32.14,640,480,640,480
574,411,76,2.5358,2019.6.5.18.32.14,640,480,640,480
575,412,74,3.5583,2019.6.5.18.32.14,640,480,640,480
575,412,73,3.6385,2019.6.5.18.32.14,640,480,640,480
575,411,73,3.1419,2019.6.5.18.32.14,640,480,640,480
574,412,71,3.3228,2019.6.5.18.32.15,640,480,640,480
574,412,73,2.1957,2019.6.5.18.32.15,640,480,640,480
572,412,71,3.1928,2019.6.5.18.32.15,640,480,640,480
572,411,71,2.5391,2019.6.5.18.32.15,640,480,640,480
572,412,72,1.8174,2019.6.5.18.32.15,640,480,640,480
572,411,70,1.6935,2019.6.5.18.32.15,640,480,640,480
574,411,72,0.9018,2019.6.5.18.32.16,640,480,640,480
574,412,72,1.4096,2019.6.5.18.32.16,640,480,640,480
574,412,72,1.1690,2019.6.5.18.32.16,640,480,640,480
575,412,72,1.9840,2019.6.5.18.32.16,640,480,640,480
572,412,73,2.2863,2019.6.5.18.32.16,640,480,640,480
572,412,71,0.4835,2019.6.5.18.32.16,640,480,640,480
572,411,72,1.6504,2019.6.5.18.32.16,640,480,640,480
